_id,skill_tree_id,required_skill_tree_points,name,name_de,name_fr,name_es,name_it,name_ja,description,description_de,description_fr,description_es,description_it,description_ja
234,124,10,Gathering +1,Sammeln +1,Collecte +1,Recogida +1,Raccolta +1,,Sometimes raises the number of times items can be gathered at Gathering Points.,Manchmal können Objekte an Sammelpunkten häufiger gesammelt werden. ,Augmente parfois le nombre d'utilisations des points de collecte.,A veces aumenta el número de veces que puedes recoger objetos en zonas de recogida.,A volte aumenta il numero di utilizzi di un punto di raccolta.,
235,124,-10,Gathering -1,Sammeln -1,Collecte -1,Recogida -1,Raccolta -1,,Sometimes lowers the number of times items can be gathered at Gathering Points.,Manchmal können Objekte an Sammelpunkten seltener gesammelt werden. ,Réduit parfois le nombre d'utilisations des points de collecte.,A veces reduce el número de veces que puedes recoger objetos en zonas de recogida.,A volte riduce il numero di utilizzi di un punto di raccolta.,
236,125,10,Honey Hunter,Honigjäger,Chasseur de miel,Cazamiel,Orso,,Allows you to gather two Honeys or Royal Honeys at once.,Ermöglicht das Sammeln von 2 Einheiten Honig oder Königs- honig auf einmal.,Vous permet de récolter deux miels ou miels royaux en même temps.,Te permite recoger dos cajas de miel o de jalea real a la vez.,Permette di raccogliere due porzioni di miele o miele reale alla volta.,
237,126,15,Charm Chaser,Amulettjäger,Chasse-charme,Buscamuletos,Amuleti +2,,Allows you to mine two Charms at once... Maybe.,Du kannst zwei Amulette gleichzeitig ausgraben... vielleicht.,Permet d'extraire deux charmes en même temps... Peut-être.,"Te permite extraer dos amuletos a la vez... Bueno, quizás.",Permette di estrarre due amuleti per volta... forse.,
238,126,10,Charm Collector,Amulettsammler,Collecte-charme,Recogeamuletos,Amuleti +1,,Allows you to mine two Charms at once... Maaaybe.,Du kannst zwei Amulette gleichzeitig ausgraben... aber nur vielleicht.,Permet d'extraire deux charmes en même temps... Peut-êêêtre.,"Te permite extraer dos amuletos a la vez... Bueno, quizááás...",Permette di estrarre due amuleti per volta... fooorse.,
239,127,15,Divine Whim,Göttliche Laune,Lubie divine,Capricho +2,Proteggi-divino,,"Greatly decreases the likelihood of Pickaxes, Bug Nets, Boomerangs, Flutes, and Horns breaking.","Senkt Wahrscheinlichkeit, dass Spitzhacken, Käfernetze, Bumerangs, Flöten und Hörner brechen stark.","Réduit beaucoup la probabilité que les pioches, filinsectes, boomerangs, flûtes, cornes cassent.","Reduce mucho la probabilidad de rotura de picos, redes de bichos, bumeranes, flautas y cuernos.","Riduce molto la probabilità di rompere picconi, retini insetti, boomerang, corni e flauti.",
240,127,10,Spirit's Whim,Seelenlaune,Lubie esprit,Capricho +1,Proteggi-spirito,,"Decreases the likelihood of Pickaxes, Bug Nets, Boomerangs, Flutes, and Horns breaking.","Senkt die Wahrscheinlichkeit, dass Spitzhacken, Käfernetze, Bumerangs, Flöten und Hörner brechen.","Réduit la probabilité que les pioches, filinsectes, boomerangs, flûtes, cornes cassent.","Reduce la probabilidad de rotura de picos, redes de bichos, bumeranes, flautas y cuernos.","Riduce la probabilità di rompere picconi, retini insetti, boomerang, corni e flauti.",
241,127,-10,Spectre's Whim,Gespensterlaune,Lubie du spectre,Capricho -1,Spacca-spettro,,"Increases the likelihood of Pickaxes, Bug Nets, Boomerang, Flutes, and Horns breaking.","Erhöht Wahrscheinlichkeit, dass Spitzhacken, Käfernetze, Bume- rangs, Flöten und Hörner brechen.","Augmente la probabilité que les pioches, filinsectes, boomerangs, flûtes, cornes cassent.","Aumenta la probabilidad de rotura de picos, redes de bichos, bumeranes, flautas y cuernos.","Aumenta la probabilità di rompere picconi, retini insetti, boomerang, corni e flauti.",
242,127,-15,Devil's Whim,Teufelslaune,Lubie du démon,Capricho -2,Spacca-diavolo,,"Greatly increases the likelihood of Pickaxes, Bug Nets, Boomerangs, Flutes, and Horns breaking.","Erhöht Wahrscheinlichkeit, dass Spitzhacken, Käfernetze, Bumerangs, Flöten und Hörner brechen stark.","Augmente beaucoup la probabilité que les pioches, filinsectes, boomerangs, flûtes, cornes cassent.","Aumenta mucho la probabilidad de rotura de picos, redes de bichos, bumeranes, flautas y cuernos.","Aumenta molto la probabilità di rompere picconi, retini insetti, boomerang, corni e flauti.",
243,128,20,Miraculous Luck,Glücksverstärker,Grande fortune,Suerte +2,Gran fortuna,,Very often increases the number of Reward Items received at the end of a Quest.,Erhöht sehr oft die Zahl der Belohnungsobjekte am Ende einer Quest.,Augmente très souvent le nombre de récompenses reçues à la fin d'une quête.,Muy a menudo aumenta el número de objetos de recompensa recibidos al final de una misión.,Aumenta molto spesso il numero di oggetti premio ricevuti alla fine di una missione.,
244,128,15,Great Luck,Glückserhöher,Bonne fortune,Suerte +1,Più fortuna,,Often increases the number of Reward Items received at the end of a Quest.,Erhöht oft die Zahl der Belohnungsobjekte am Ende einer Quest.,Augmente souvent le nombre de récompenses reçues à la fin d'une quête.,Suele aumentar el número de objetos de recompensa recibidos al final de una misión.,Aumenta spesso il numero di oggetti premio ricevuti alla fine di una missione.,
245,128,10,Good Luck,Glück,Chance,Suerte,Fortuna,,Sometimes increases the number of Reward Items received at the end of a Quest.,Erhöht manchmal die Zahl der Belohnungsobjekte am Ende einer Quest.,Augmente parfois le nombre de récompenses reçues à la fin d'une quête.,A veces aumenta el número de objetos de recompensa al final de una misión.,A volte aumenta il numero di oggetti premio ricevuti alla fine di una missione.,
246,128,-10,Bad Luck,Pech,Malchance,Suerte -1,Sfortuna,,Sometimes decreases the number of Reward Items received at the end of a Quest.,Verringert manchmal die Zahl der Belohnungsobjekte am Ende einer Quest.,Réduit parfois le nombre de récompenses reçues à la fin d'une quête.,A veces reduce el número de objetos de recompensa recibidos al final de una misión.,A volte riduce il numero di oggetti premio ricevuti alla fine di una missione.,
247,128,-15,Horrible Luck,Unglück,Mauvaise fortune,Suerte -2,Gran sfortuna,,Often decreases the number of Reward Items received at the end of a Quest.,Verringert oft die Zahl der Belohnungsobjekte am Ende einer Quest.,Réduit souvent le nombre de récompenses reçues à la fin d'une quête.,A menudo reduce el número de objetos de recompensa recibidos al final de una misión.,Riduce spesso il numero di oggetti premio ricevuti alla fine di una missione.,
248,129,15,Carving Celebrity,Zerleger-Promi,Maître dépeceur,Célebre cortante,Celebrità ricavo,,Increases the number of carving chances by one and prevents knockbacks while carving.,Erhöht die Zerlege-Chancen um 1 und verhindert Rückschläge beim Zerlegen.,Augmente d'un le nombre de chances de dépeçage et empêche d'être touché en dépeçant.,Aumenta las posibilidades de corte y previene envites mientras estés cortando.,Aumenta di una le volte in cui puoi effettuare un ricavo e impedisce di essere spinti via.,
249,129,10,Carving Pro,Zerleger-Profi,Pro dépeceur,Experto cortador,Esperto ricavo,,Prevents knockbacks from attacks while carving.,Verhindert Rückschläge durch Angriffe beim Zerlegen.,Empêche de tomber à la renverse à cause des attaques lorsque vous dépecez.,Previene envites mientras estés cortando.,Impedisce di essere spinti via durante il ricavo.,
250,130,15,Capture Master,Fangmeister,Maître capture,Maestro capturas,Premi +2,,Often increases the number of Reward Items received for captures.,Erhöht oft die Zahl der Belohnungsobjekte fürs Fangen.,Augmente beaucoup la probabilité d'obtenir plus de récompenses pour les captures.,Aumenta mucho la probabilidad de obtener más objetos de recompensa por capturas.,Aumenta spesso il numero di oggetti premio ricevuti per le catture.,
251,130,10,Capture Expert,Fangexperte,Expert capture,Experto capturas,Premi +1,,Sometimes increases the number of Reward Items received for captures.,Erhöht manchmal die Zahl der Belohnungsobjekte fürs Fangen.,Augmente la probabilité d'obtenir plus de récompenses pour les captures.,Aumenta la probabilidad de obtener más objetos de recompensa por capturas.,A volte aumenta il numero di oggetti premio ricevuti per le catture.,
252,131,10,Soul of Bherna,Seele von Bherna,Âme Bherna,Alma de Bherna,Anima Bherna,,"Combines the effects of ""Fire Res +15"" and ""Halve Hunger.""","Kombiniert die Effekte von ""Feuerabwehr +15"" und ""Halber Hunger"".","Combine les effets de : ""Feu +15"" et ""Ascète"".","Combina los efectos de ""resistencia al fuego +15"" y ""mitad hambre"".","Unisce gli effetti di ""Fuoco +15"" e ""Fame dimezzata"".",
253,132,10,Soul of Kokoto,Seele von Kokoto,Âme Kokoto,Alma de Kokoto,Anima Kokoto,,"Combines the effects of ""Spirit's Whim"" and ""Thunder Res +15.""","Kombiniert die Effekte von ""Seelenlaune"" und ""Donnerabwehr +15"".","Combine les effets de : ""Lubie esprit"" et ""Foudre"".","Combina los efectos de ""capricho +1"" y ""resistencia al rayo +15"".","Unisce gli effetti di ""Proteggi-spirito"" e ""Tuono +15"".",
254,133,10,Soul of Pokke,Seele von Pokke,Âme Pokke,Alma de Pokke,Anima Pokke,,"Combines the effects of ""Ice Res +15"" and ""Gourmand.""","Kombiniert die Effekte von ""Eisabwehr +15"" und ""Feinschmecker"".","Combine les effets de : ""Glace +15"" et ""Gourmet"".","Combina los efectos de ""resistencia al hielo +15"" y ""glotón"".","Unisce gli effetti di ""Gelo +15"" e ""Mangiatanto"".",
255,134,10,Soul of Yukumo,Seele von Yukumo,Âme Yukumo,Alma de Yukumo,Anima Yukumo,,"Combines the effects of ""Honey Hunter"" and ""Water Res +15.""","Kombiniert die Effekte von ""Honigjäger"" und ""Wasserabwehr +15"".","Combine les effets de : ""Chasseur de miel"" et ""Eau +15"".","Combina los efectos de ""cazamiel"" y ""resistencia al agua +15"".","Unisce gli effetti di ""Orso"" e ""Acqua +15"".",
256,135,10,Redhelm Soul,Rothelm-Seele,Âme Crâne-ardent,Alma de Ámbar,Anima Sanguis,,"Combines the effects of ""Focus"" and ""Resentment.""","Kombiniert die Effekte von ""Fokus"" und ""Verstimmung"".","Combine les effets de : ""Concentration"" et ""Ressentiment"".","Combina los efectos de ""foco"" y ""resentimiento"".","Unisce gli effetti di ""Carica rapida"" e ""Risentimento"".",
257,136,10,Snowbaron Soul,Schneesturm-Seele,Âme Maître-neige,Alma de Alud,Anima Nix,,"Combines the effects of ""Evade Dist"" and ""Stam Recov Up.""","Kombiniert die Effekte von ""Asweichdst"" und ""Ausdauererhlg. +"".","Combine les effets de : ""'Esquive"" et ""Vigueur +"".","Combina los efectos de ""disparo evasión"" y ""estado de forma +1"".","Unisce gli effetti di ""Schivatore"" e ""Recupero res+"".",
258,137,10,Stonefist Soul,Steinfaust-Seele,Âme Poing-fer,Alma de Pétreo,Anima Marmor,,"Combines the effects of ""Razor Sharp,"" ""Recoil Down +2,"" and ""Divine Blessing.""","Kombiniert die Effekte von ""Scharfschwert"", ""Rückstoß- dämpfer +2"" und ""Göttl. Schutz"".","Combine les effets de : ""Samouraï"", ""Recul +2"", et ""Bénédiction"".","Combina los efectos de ""filo de cuchilla"", ""cadencia +2"" y ""bendición divina"".","Unisce gli effetti di ""Lama affilata"", ""Rid. rinculo +2"" e ""Angelo custode"".",
259,138,10,Drilltusk Soul,Bohrhauer-Seele,Âme Brise-roc,Alma de Toro,Anima Vis,,"Combines the effects of ""Adrenaline +2"" and ""Scavenger.""","Kombiniert die Effekte von ""Adrenalin +2"" und ""Allesfresser"".","Combine les effets de : ""Adrénaline +2"" et ""Goinfre"".","Combina los efectos de ""adrenalina +2"" y ""carroñero"".","Unisce gli effetti di ""Adrenalina +2"" e ""Mangiatutto"".",
260,139,10,Dreadqueen Soul,Giftstachel-Seele,Âme Reine-poison,Alma de Maldita,Anima Imperatrix,,"Combines the effects of ""Status Atk +2"" and ""Wide-Range +2.""","Kombiniert die Effekte von ""Statusangriff +2"" und ""Wirkbereich +2"".","Combine les effets de : ""Affliction +2"" et ""Soutien +2"".","Combina los efectos de ""estado anormal +2"" y ""efecto área +2"".","Unisce gli effetti di ""Att. status +2"" e ""Ampia area +2"".",
261,140,10,Crystalbeard Soul,Kristallbart-Seele,Âme Roi-cristal,Alma de Vítreo,Anima Adamas,,"Combines the effects of ""Charm Chaser"" and ""Negate Hunger.""","Kombiniert die Effekte von ""Amulettjäger"" und ""Hunger aufheben"".","Combine les effets de : ""Chasse-charme"" et ""Spartiate"".","Combina los efectos de ""buscamuletos"" y ""anula hambre"".","Unisce gli effetti di ""Amuleti +2"" e ""Fame annullata"".",
262,141,10,Silverwind Soul,Silberwind-Seele,Âme Vent-acier,Alma de Argénteo,Anima Ventus,,"Combines the effects of ""Evasion +2"" and ""Critical Eye +3.""","Kombiniert die Effekte von ""Ausweichen +2"" und ""Krit. Auge +3"".","Combine les effets de : ""Évasion +2"" et ""Œil critique +3"".","Combina los efectos de ""evasión +2"" y ""ojo crítico +3"".","Unisce gli effetti di ""Schivata +2"" e ""Affinità +3"".",
263,142,10,Deadeye Soul,NarbigerYian-Seele,Âme Œil-mort,Alma de Cíclope,Anima Caecus,,"Combines the effects of ""Negate Stun"" and ""Challenger +2.""","Kombiniert die Effekte von ""Betäuben aufheben"" und ""Herausforder. +2"".","Combine les effets de : ""Crâne de fer"" et ""Challenger +2"".","Combina los efectos de ""anula aturdimiento"" y ""espíritu +2"".","Unisce gli effetti di ""Annulla-stordim."" e ""Sfidante +2"".",
264,143,10,Dreadking Soul,Dunkelfeuer-Seele,Âme Roi-enfer,Alma de Maldito,Anima Rex,,"Combines the effects of ""Attack Up (L)"" and ""Windproof (Hi).""","Kombiniert die Effekte von ""Angriff +3"" und ""Windsicher +2"".","Combine les effets de : ""Attaque +3"" et ""Vent +2"".","Combina los efectos de ""ataque +3"" y ""resistencia al viento +2"".","Unisce gli effetti di ""Attacco +3"" e ""Vento +2"".",
265,144,10,Thunderlord Soul,Donnerschlag-Seele,Âme Feu-du-ciel,Alma de Tormenta,Anima Fulgur,,"Combines the effects of ""Latent Power +2"" and ""Constitution +2.""","Kombiniert die Effekte von ""Latente Kraft +2"" und ""Konstitution +2"".","Combine les effets de : ""Force latente +2"" et ""Athlète +2"".","Combina los efectos de ""poder oculto +2"" y ""constitución +2"".","Unisce gli effetti di ""Forza +2"" e ""Atleta +2"".",
266,145,10,Grimclaw Soul,Düsterklauen-Seele,Âme Griffe-somb.,Alma de Guadaña,Anima Furor,,"Combines the effects of ""HG Earplugs"" and ""Speed Eating +2.""","Kombiniert die Effekte von ""Ohrstöpsel +"" und ""Schnellessen +2"".","Combine les effets de : ""Bouche-oreilles"" et ""Carnassier +2"".","Combina los efectos de ""tapones +2"" y ""consumir +2"".","Unisce gli effetti di ""Tappi orecchie+"" e ""Pasto veloce +2"".",
267,146,10,Hellblade Soul,Zornklingen-Seele,Âme Lame-chaos,Alma de Inferno,Anima Ignis,,"Combines the effects of ""Sharpness +2,"" ""Shot Booster,"" and ""Speed Sharpening.""","Kombiniert die Effekte von ""Schärfe +2"", ""Schuss-Booster"" und ""Schnell Schärfen"".","Combine les effets de : ""Tranchant +2"", ""Maîtrise de soi"", et ""Aiguisage rapide"".","Combina los efectos de ""afilado +2"", ""potenciador de disparo"" y ""afilado rápido"".","Unisce gli effetti di ""Acutezza +2"", ""Aumenta colpi"" e ""Affilatura+"".",
268,147,10,Pro Dirty Fencer,Profi-S.-Fechter,Trompe-la-mort,Esgrimista sucio,Gran schermidore,,"Combines the effects of ""Fortify,"" ""Marathon Runner,"" and ""Stamina Thief.""","Kombiniert die Effekte von ""Kräftigen"", ""Läufer"" und ""Ausdauerdieb"".","Combine les effets de : ""Ténacité"", ""Marathonien"", et ""Vol de stamina"".","Combina los efectos de ""fortalecer"", ""corredor +1"" y ""robarresistencia"".","Unisce gli effetti di ""Rafforzamento"", ""Resistenza+"" e ""Ruba resistenza"".",
